sequence_id,start_frame,end_frame,start_time,end_time,duration
1791,488770,488790,8154.321 sec,8154.655 sec,0.334 sec
1792,488790,488815,8154.655 sec,8155.072 sec,0.417 sec
1793,488815,488968,8155.072 sec,8157.624 sec,2.553 sec
1794,488968,489023,8157.624 sec,8158.542 sec,0.918 sec
1795,489023,489215,8158.542 sec,8161.745 sec,3.203 sec
1796,489215,489243,8161.745 sec,8162.212 sec,0.467 sec
1797,489243,489273,8162.212 sec,8162.713 sec,0.501 sec
1798,489273,489390,8162.713 sec,8164.665 sec,1.952 sec
1799,489390,489420,8164.665 sec,8165.165 sec,0.501 sec
1800,489420,489613,8165.165 sec,8168.385 sec,3.220 sec
1801,489613,489643,8168.385 sec,8168.886 sec,0.501 sec
1802,489643,489815,8168.886 sec,8171.755 sec,2.870 sec
1803,489815,489835,8171.755 sec,8172.089 sec,0.334 sec
1804,489835,489975,8172.089 sec,8174.424 sec,2.336 sec
1805,489975,490048,8174.424 sec,8175.642 sec,1.218 sec
1806,490048,490073,8175.642 sec,8176.059 sec,0.417 sec
1807,490073,490108,8176.059 sec,8176.643 sec,0.584 sec
1808,490108,490360,8176.643 sec,8180.848 sec,4.204 sec
1809,490360,490408,8180.848 sec,8181.648 sec,0.801 sec
1810,490408,490448,8181.648 sec,8182.316 sec,0.667 sec
1811,490448,490473,8182.316 sec,8182.733 sec,0.417 sec
1812,490473,490498,8182.733 sec,8183.150 sec,0.417 sec
1813,490498,490518,8183.150 sec,8183.483 sec,0.334 sec
1814,490518,490680,8183.483 sec,8186.186 sec,2.703 sec
1815,490680,490813,8186.186 sec,8188.405 sec,2.219 sec
1816,490813,490923,8188.405 sec,8190.240 sec,1.835 sec
1817,490923,491000,8190.240 sec,8191.525 sec,1.285 sec
1818,491000,491330,8191.525 sec,8197.030 sec,5.506 sec
1819,491330,491408,8197.030 sec,8198.332 sec,1.301 sec
1820,491408,491438,8198.332 sec,8198.832 sec,0.501 sec
1821,491438,491855,8198.832 sec,8205.789 sec,6.957 sec
1822,491855,491945,8205.789 sec,8207.291 sec,1.502 sec
1823,491945,492213,8207.291 sec,8211.762 sec,4.471 sec
1824,492213,492615,8211.762 sec,8218.468 sec,6.707 sec
1825,492615,492678,8218.468 sec,8219.520 sec,1.051 sec
1826,492678,492765,8219.520 sec,8220.971 sec,1.451 sec
1827,492765,493130,8220.971 sec,8227.060 sec,6.089 sec
1828,493130,493426,8227.060 sec,8231.999 sec,4.938 sec
1829,493426,495032,8231.999 sec,8258.792 sec,26.793 sec
1830,495032,501422,8258.792 sec,8365.399 sec,106.607 sec
1831,501422,501607,8365.399 sec,8368.485 sec,3.086 sec
1832,501607,501687,8368.485 sec,8369.820 sec,1.335 sec
1833,501687,501842,8369.820 sec,8372.406 sec,2.586 sec
1834,501842,501937,8372.406 sec,8373.991 sec,1.585 sec
1835,501937,502142,8373.991 sec,8377.411 sec,3.420 sec
1836,502142,502217,8377.411 sec,8378.662 sec,1.251 sec
1837,502217,502667,8378.662 sec,8386.170 sec,7.508 sec
1838,502667,503039,8386.170 sec,8392.376 sec,6.206 sec
1839,503039,503327,8392.376 sec,8397.181 sec,4.805 sec
1840,503327,503447,8397.181 sec,8399.183 sec,2.002 sec
1841,503447,503634,8399.183 sec,8402.302 sec,3.120 sec
1842,503634,508950,8402.302 sec,8490.991 sec,88.689 sec
1843,508950,509115,8490.991 sec,8493.744 sec,2.753 sec
1844,509115,509232,8493.744 sec,8495.696 sec,1.952 sec
1845,509232,509477,8495.696 sec,8499.783 sec,4.087 sec
1846,509477,509747,8499.783 sec,8504.288 sec,4.505 sec
1847,509747,509865,8504.288 sec,8506.256 sec,1.969 sec
1848,509865,509980,8506.256 sec,8508.175 sec,1.919 sec
1849,509980,511080,8508.175 sec,8526.527 sec,18.352 sec
1850,511080,511290,8526.527 sec,8530.030 sec,3.504 sec
1851,511290,511460,8530.030 sec,8532.866 sec,2.836 sec
1852,511460,511790,8532.866 sec,8538.372 sec,5.506 sec
1853,511790,512035,8538.372 sec,8542.459 sec,4.087 sec
1854,512035,512145,8542.459 sec,8544.294 sec,1.835 sec
1855,512145,512355,8544.294 sec,8547.798 sec,3.504 sec
1856,512355,512452,8547.798 sec,8549.416 sec,1.618 sec
1857,512452,520221,8549.416 sec,8679.029 sec,129.613 sec
